id,category_id,category,question_id,question,type,difficulty,age,players,action
46-05,46,Sports Battle,5,Хэнээс message ирэхийг хүлээдэг вэ?,choice,Extreme,18+,2-10,choose
46-06,46,Sports Battle,6,Perfect weekend-ээ тайлбарла.,choice,Easy,18+,2-10,choose
46-07,46,Sports Battle,7,Dream destination-оо хэл.,choice,Medium,18+,2-10,choose
46-08,46,Sports Battle,8,Хамгийн их хүндэлдэг чанараа хэл.,choice,Hard,18+,2-10,choose
46-09,46,Sports Battle,9,Хамгийн муу зуршлаа хэл.,choice,Very Hard,18+,2-10,choose
46-10,46,Sports Battle,10,Хамгийн сайн чанараа хэл.,choice,Extreme,18+,2-10,choose
46-11,46,Sports Battle,11,5 жилийн дараах өөрийгөө төсөөл.,choice,Easy,18+,2-10,choose
46-12,46,Sports Battle,12,Нэг хүнийг сонгоод compliment өг.,choice,Medium,18+,2-10,choose
46-13,46,Sports Battle,13,Нэг хүний first impression-ийг хэл.,choice,Hard,18+,2-10,choose
46-14,46,Sports Battle,14,Нэг дуу санал болго.,choice,Very Hard,18+,2-10,choose
46-15,46,Sports Battle,15,Нэг кино санал болго.,choice,Extreme,18+,2-10,choose
46-16,46,Sports Battle,16,Нэг хоол сонгоод тайлбарла.,choice,Easy,18+,2-10,choose
46-17,46,Sports Battle,17,Нэг hobby туршиж үзмээр байгаагаа хэл.,choice,Medium,18+,2-10,choose
46-18,46,Sports Battle,18,Мөнгө авбал хамгийн түрүүнд юу хийх вэ?,choice,Hard,18+,2-10,choose
46-19,46,Sports Battle,19,Ямар хүнтэй амархан найзлах вэ?,choice,Very Hard,18+,2-10,choose
46-20,46,Sports Battle,20,Ямар зан хамгийн их turn-off вэ?,choice,Extreme,18+,2-10,choose
46-21,46,Sports Battle,21,Ямар зан хамгийн их татдаг вэ?,choice,Easy,18+,2-10,choose
46-22,46,Sports Battle,22,Өнгөрсөнд очвол юу өөрчлөх вэ?,choice,Medium,18+,2-10,choose
46-23,46,Sports Battle,23,Ирээдүйгээ харвал юу мэдмээр байна?,choice,Hard,18+,2-10,choose
46-24,46,Sports Battle,24,Хэнтэй road trip хийх вэ?,choice,Very Hard,18+,2-10,choose
46-25,46,Sports Battle,25,Хэнтэй удаан ярилцмаар байна?,choice,Extreme,18+,2-10,choose
46-26,46,Sports Battle,26,Өөрийгөө 3 үгээр тодорхойл.,choice,Easy,18+,2-10,choose
46-27,46,Sports Battle,27,Өнөөдрийн mood-оо 3 emoji-оор хэл.,choice,Medium,18+,2-10,choose
46-28,46,Sports Battle,28,Эндээс хэнийг илүү танимаар байна?,choice,Hard,18+,2-10,choose
46-29,46,Sports Battle,29,Нэг асуулт өөрөө зохио.,choice,Very Hard,18+,2-10,choose
46-30,46,Sports Battle,30,Тухгүй байвал PASS хийж болно.,choice,Extreme,18+,2-10,choose
47-01,47,Memory Challenge,1,Өөрийн хамгийн том мөрөөдлөө хэл.,challenge,Easy,18+,2-10,do
47-02,47,Memory Challenge,2,Өөрийн нэг green flag-аа хэл.,challenge,Medium,18+,2-10,do
47-03,47,Memory Challenge,3,Өөрийн нэг red flag-аа хэл.,challenge,Hard,18+,2-10,do
47-04,47,Memory Challenge,4,Сүүлд хэзээ үнэхээр баярласан бэ?,challenge,Very Hard,18+,2-10,do
47-05,47,Memory Challenge,5,Хэнээс message ирэхийг хүлээдэг вэ?,challenge,Extreme,18+,2-10,do
47-06,47,Memory Challenge,6,Perfect weekend-ээ тайлбарла.,challenge,Easy,18+,2-10,do
47-07,47,Memory Challenge,7,Dream destination-оо хэл.,challenge,Medium,18+,2-10,do
47-08,47,Memory Challenge,8,Хамгийн их хүндэлдэг чанараа хэл.,challenge,Hard,18+,2-10,do
47-09,47,Memory Challenge,9,Хамгийн муу зуршлаа хэл.,challenge,Very Hard,18+,2-10,do
47-10,47,Memory Challenge,10,Хамгийн сайн чанараа хэл.,challenge,Extreme,18+,2-10,do
47-11,47,Memory Challenge,11,5 жилийн дараах өөрийгөө төсөөл.,challenge,Easy,18+,2-10,do
47-12,47,Memory Challenge,12,Нэг хүнийг сонгоод compliment өг.,challenge,Medium,18+,2-10,do
47-13,47,Memory Challenge,13,Нэг хүний first impression-ийг хэл.,challenge,Hard,18+,2-10,do
47-14,47,Memory Challenge,14,Нэг дуу санал болго.,challenge,Very Hard,18+,2-10,do
47-15,47,Memory Challenge,15,Нэг кино санал болго.,challenge,Extreme,18+,2-10,do
47-16,47,Memory Challenge,16,Нэг хоол сонгоод тайлбарла.,challenge,Easy,18+,2-10,do
47-17,47,Memory Challenge,17,Нэг hobby туршиж үзмээр байгаагаа хэл.,challenge,Medium,18+,2-10,do
47-18,47,Memory Challenge,18,Мөнгө авбал хамгийн түрүүнд юу хийх вэ?,challenge,Hard,18+,2-10,do
47-19,47,Memory Challenge,19,Ямар хүнтэй амархан найзлах вэ?,challenge,Very Hard,18+,2-10,do
47-20,47,Memory Challenge,20,Ямар зан хамгийн их turn-off вэ?,challenge,Extreme,18+,2-10,do
47-21,47,Memory Challenge,21,Ямар зан хамгийн их татдаг вэ?,challenge,Easy,18+,2-10,do
47-22,47,Memory Challenge,22,Өнгөрсөнд очвол юу өөрчлөх вэ?,challenge,Medium,18+,2-10,do
47-23,47,Memory Challenge,23,Ирээдүйгээ харвал юу мэдмээр байна?,challenge,Hard,18+,2-10,do
47-24,47,Memory Challenge,24,Хэнтэй road trip хийх вэ?,challenge,Very Hard,18+,2-10,do
47-25,47,Memory Challenge,25,Хэнтэй удаан ярилцмаар байна?,challenge,Extreme,18+,2-10,do
47-26,47,Memory Challenge,26,Өөрийгөө 3 үгээр тодорхойл.,challenge,Easy,18+,2-10,do
47-27,47,Memory Challenge,27,Өнөөдрийн mood-оо 3 emoji-оор хэл.,challenge,Medium,18+,2-10,do
47-28,47,Memory Challenge,28,Эндээс хэнийг илүү танимаар байна?,challenge,Hard,18+,2-10,do
47-29,47,Memory Challenge,29,Нэг асуулт өөрөө зохио.,challenge,Very Hard,18+,2-10,do
47-30,47,Memory Challenge,30,Тухгүй байвал PASS хийж болно.,challenge,Extreme,18+,2-10,do
48-01,48,Reaction Test,1,Өөрийн хамгийн том мөрөөдлөө хэл.,challenge,Easy,18+,2-10,do
48-02,48,Reaction Test,2,Өөрийн нэг green flag-аа хэл.,challenge,Medium,18+,2-10,do
48-03,48,Reaction Test,3,Өөрийн нэг red flag-аа хэл.,challenge,Hard,18+,2-10,do
48-04,48,Reaction Test,4,Сүүлд хэзээ үнэхээр баярласан бэ?,challenge,Very Hard,18+,2-10,do
48-05,48,Reaction Test,5,Хэнээс message ирэхийг хүлээдэг вэ?,challenge,Extreme,18+,2-10,do
48-06,48,Reaction Test,6,Perfect weekend-ээ тайлбарла.,challenge,Easy,18+,2-10,do
48-07,48,Reaction Test,7,Dream destination-оо хэл.,challenge,Medium,18+,2-10,do
48-08,48,Reaction Test,8,Хамгийн их хүндэлдэг чанараа хэл.,challenge,Hard,18+,2-10,do
48-09,48,Reaction Test,9,Хамгийн муу зуршлаа хэл.,challenge,Very Hard,18+,2-10,do
48-10,48,Reaction Test,10,Хамгийн сайн чанараа хэл.,challenge,Extreme,18+,2-10,do
48-11,48,Reaction Test,11,5 жилийн дараах өөрийгөө төсөөл.,challenge,Easy,18+,2-10,do
48-12,48,Reaction Test,12,Нэг хүнийг сонгоод compliment өг.,challenge,Medium,18+,2-10,do
48-13,48,Reaction Test,13,Нэг хүний first impression-ийг хэл.,challenge,Hard,18+,2-10,do
48-14,48,Reaction Test,14,Нэг дуу санал болго.,challenge,Very Hard,18+,2-10,do
48-15,48,Reaction Test,15,Нэг кино санал болго.,challenge,Extreme,18+,2-10,do
48-16,48,Reaction Test,16,Нэг хоол сонгоод тайлбарла.,challenge,Easy,18+,2-10,do
48-17,48,Reaction Test,17,Нэг hobby туршиж үзмээр байгаагаа хэл.,challenge,Medium,18+,2-10,do
48-18,48,Reaction Test,18,Мөнгө авбал хамгийн түрүүнд юу хийх вэ?,challenge,Hard,18+,2-10,do
48-19,48,Reaction Test,19,Ямар хүнтэй амархан найзлах вэ?,challenge,Very Hard,18+,2-10,do
48-20,48,Reaction Test,20,Ямар зан хамгийн их turn-off вэ?,challenge,Extreme,18+,2-10,do
48-21,48,Reaction Test,21,Ямар зан хамгийн их татдаг вэ?,challenge,Easy,18+,2-10,do
48-22,48,Reaction Test,22,Өнгөрсөнд очвол юу өөрчлөх вэ?,challenge,Medium,18+,2-10,do
48-23,48,Reaction Test,23,Ирээдүйгээ харвал юу мэдмээр байна?,challenge,Hard,18+,2-10,do
48-24,48,Reaction Test,24,Хэнтэй road trip хийх вэ?,challenge,Very Hard,18+,2-10,do
48-25,48,Reaction Test,25,Хэнтэй удаан ярилцмаар байна?,challenge,Extreme,18+,2-10,do
48-26,48,Reaction Test,26,Өөрийгөө 3 үгээр тодорхойл.,challenge,Easy,18+,2-10,do
48-27,48,Reaction Test,27,Өнөөдрийн mood-оо 3 emoji-оор хэл.,challenge,Medium,18+,2-10,do
48-28,48,Reaction Test,28,Эндээс хэнийг илүү танимаар байна?,challenge,Hard,18+,2-10,do
48-29,48,Reaction Test,29,Нэг асуулт өөрөө зохио.,challenge,Very Hard,18+,2-10,do
48-30,48,Reaction Test,30,Тухгүй байвал PASS хийж болно.,challenge,Extreme,18+,2-10,do
49-01,49,Word Battle,1,Өөрийн хамгийн том мөрөөдлөө хэл.,challenge,Easy,18+,2-10,do
49-02,49,Word Battle,2,Өөрийн нэг green flag-аа хэл.,challenge,Medium,18+,2-10,do
49-03,49,Word Battle,3,Өөрийн нэг red flag-аа хэл.,challenge,Hard,18+,2-10,do
49-04,49,Word Battle,4,Сүүлд хэзээ үнэхээр баярласан бэ?,challenge,Very Hard,18+,2-10,do
49-05,49,Word Battle,5,Хэнээс message ирэхийг хүлээдэг вэ?,challenge,Extreme,18+,2-10,do
49-06,49,Word Battle,6,Perfect weekend-ээ тайлбарла.,challenge,Easy,18+,2-10,do
49-07,49,Word Battle,7,Dream destination-оо хэл.,challenge,Medium,18+,2-10,do
49-08,49,Word Battle,8,Хамгийн их хүндэлдэг чанараа хэл.,challenge,Hard,18+,2-10,do
49-09,49,Word Battle,9,Хамгийн муу зуршлаа хэл.,challenge,Very Hard,18+,2-10,do
49-10,49,Word Battle,10,Хамгийн сайн чанараа хэл.,challenge,Extreme,18+,2-10,do
49-11,49,Word Battle,11,5 жилийн дараах өөрийгөө төсөөл.,challenge,Easy,18+,2-10,do
49-12,49,Word Battle,12,Нэг хүнийг сонгоод compliment өг.,challenge,Medium,18+,2-10,do
49-13,49,Word Battle,13,Нэг хүний first impression-ийг хэл.,challenge,Hard,18+,2-10,do
49-14,49,Word Battle,14,Нэг дуу санал болго.,challenge,Very Hard,18+,2-10,do
49-15,49,Word Battle,15,Нэг кино санал болго.,challenge,Extreme,18+,2-10,do
49-16,49,Word Battle,16,Нэг хоол сонгоод тайлбарла.,challenge,Easy,18+,2-10,do
49-17,49,Word Battle,17,Нэг hobby туршиж үзмээр байгаагаа хэл.,challenge,Medium,18+,2-10,do
49-18,49,Word Battle,18,Мөнгө авбал хамгийн түрүүнд юу хийх вэ?,challenge,Hard,18+,2-10,do
49-19,49,Word Battle,19,Ямар хүнтэй амархан найзлах вэ?,challenge,Very Hard,18+,2-10,do
49-20,49,Word Battle,20,Ямар зан хамгийн их turn-off вэ?,challenge,Extreme,18+,2-10,do
49-21,49,Word Battle,21,Ямар зан хамгийн их татдаг вэ?,challenge,Easy,18+,2-10,do
49-22,49,Word Battle,22,Өнгөрсөнд очвол юу өөрчлөх вэ?,challenge,Medium,18+,2-10,do
49-23,49,Word Battle,23,Ирээдүйгээ харвал юу мэдмээр байна?,challenge,Hard,18+,2-10,do
49-24,49,Word Battle,24,Хэнтэй road trip хийх вэ?,challenge,Very Hard,18+,2-10,do
49-25,49,Word Battle,25,Хэнтэй удаан ярилцмаар байна?,challenge,Extreme,18+,2-10,do
49-26,49,Word Battle,26,Өөрийгөө 3 үгээр тодорхойл.,challenge,Easy,18+,2-10,do
49-27,49,Word Battle,27,Өнөөдрийн mood-оо 3 emoji-оор хэл.,challenge,Medium,18+,2-10,do
49-28,49,Word Battle,28,Эндээс хэнийг илүү танимаар байна?,challenge,Hard,18+,2-10,do
49-29,49,Word Battle,29,Нэг асуулт өөрөө зохио.,challenge,Very Hard,18+,2-10,do
49-30,49,Word Battle,30,Тухгүй байвал PASS хийж болно.,challenge,Extreme,18+,2-10,do
50-01,50,Mafia,1,Өөрийн хамгийн том мөрөөдлөө хэл.,challenge,Easy,18+,2-10,do
50-02,50,Mafia,2,Өөрийн нэг green flag-аа хэл.,challenge,Medium,18+,2-10,do
50-03,50,Mafia,3,Өөрийн нэг red flag-аа хэл.,challenge,Hard,18+,2-10,do
50-04,50,Mafia,4,Сүүлд хэзээ үнэхээр баярласан бэ?,challenge,Very Hard,18+,2-10,do
50-05,50,Mafia,5,Хэнээс message ирэхийг хүлээдэг вэ?,challenge,Extreme,18+,2-10,do
50-06,50,Mafia,6,Perfect weekend-ээ тайлбарла.,challenge,Easy,18+,2-10,do
50-07,50,Mafia,7,Dream destination-оо хэл.,challenge,Medium,18+,2-10,do
50-08,50,Mafia,8,Хамгийн их хүндэлдэг чанараа хэл.,challenge,Hard,18+,2-10,do
50-09,50,Mafia,9,Хамгийн муу зуршлаа хэл.,challenge,Very Hard,18+,2-10,do
50-10,50,Mafia,10,Хамгийн сайн чанараа хэл.,challenge,Extreme,18+,2-10,do
50-11,50,Mafia,11,5 жилийн дараах өөрийгөө төсөөл.,challenge,Easy,18+,2-10,do
50-12,50,Mafia,12,Нэг хүнийг сонгоод compliment өг.,challenge,Medium,18+,2-10,do
50-13,50,Mafia,13,Нэг хүний first impression-ийг хэл.,challenge,Hard,18+,2-10,do
50-14,50,Mafia,14,Нэг дуу санал болго.,challenge,Very Hard,18+,2-10,do
50-15,50,Mafia,15,Нэг кино санал болго.,challenge,Extreme,18+,2-10,do
50-16,50,Mafia,16,Нэг хоол сонгоод тайлбарла.,challenge,Easy,18+,2-10,do
50-17,50,Mafia,17,Нэг hobby туршиж үзмээр байгаагаа хэл.,challenge,Medium,18+,2-10,do
50-18,50,Mafia,18,Мөнгө авбал хамгийн түрүүнд юу хийх вэ?,challenge,Hard,18+,2-10,do
50-19,50,Mafia,19,Ямар хүнтэй амархан найзлах вэ?,challenge,Very Hard,18+,2-10,do
50-20,50,Mafia,20,Ямар зан хамгийн их turn-off вэ?,challenge,Extreme,18+,2-10,do
50-21,50,Mafia,21,Ямар зан хамгийн их татдаг вэ?,challenge,Easy,18+,2-10,do
50-22,50,Mafia,22,Өнгөрсөнд очвол юу өөрчлөх вэ?,challenge,Medium,18+,2-10,do
50-23,50,Mafia,23,Ирээдүйгээ харвал юу мэдмээр байна?,challenge,Hard,18+,2-10,do
50-24,50,Mafia,24,Хэнтэй road trip хийх вэ?,challenge,Very Hard,18+,2-10,do
50-25,50,Mafia,25,Хэнтэй удаан ярилцмаар байна?,challenge,Extreme,18+,2-10,do
50-26,50,Mafia,26,Өөрийгөө 3 үгээр тодорхойл.,challenge,Easy,18+,2-10,do
50-27,50,Mafia,27,Өнөөдрийн mood-оо 3 emoji-оор хэл.,challenge,Medium,18+,2-10,do
50-28,50,Mafia,28,Эндээс хэнийг илүү танимаар байна?,challenge,Hard,18+,2-10,do
50-29,50,Mafia,29,Нэг асуулт өөрөө зохио.,challenge,Very Hard,18+,2-10,do
50-30,50,Mafia,30,Тухгүй байвал PASS хийж болно.,challenge,Extreme,18+,2-10,do
51-01,51,Never Have I Ever,1,Өөрийн хамгийн том мөрөөдлөө хэл.,question,Easy,18+,2-10,answer
51-02,51,Never Have I Ever,2,Өөрийн нэг green flag-аа хэл.,question,Medium,18+,2-10,answer
51-03,51,Never Have I Ever,3,Өөрийн нэг red flag-аа хэл.,question,Hard,18+,2-10,answer
51-04,51,Never Have I Ever,4,Сүүлд хэзээ үнэхээр баярласан бэ?,question,Very Hard,18+,2-10,answer
51-05,51,Never Have I Ever,5,Хэнээс message ирэхийг хүлээдэг вэ?,question,Extreme,18+,2-10,answer
51-06,51,Never Have I Ever,6,Perfect weekend-ээ тайлбарла.,question,Easy,18+,2-10,answer
51-07,51,Never Have I Ever,7,Dream destination-оо хэл.,question,Medium,18+,2-10,answer
51-08,51,Never Have I Ever,8,Хамгийн их хүндэлдэг чанараа хэл.,question,Hard,18+,2-10,answer
51-09,51,Never Have I Ever,9,Хамгийн муу зуршлаа хэл.,question,Very Hard,18+,2-10,answer
51-10,51,Never Have I Ever,10,Хамгийн сайн чанараа хэл.,question,Extreme,18+,2-10,answer
51-11,51,Never Have I Ever,11,5 жилийн дараах өөрийгөө төсөөл.,question,Easy,18+,2-10,answer
51-12,51,Never Have I Ever,12,Нэг хүнийг сонгоод compliment өг.,question,Medium,18+,2-10,answer
51-13,51,Never Have I Ever,13,Нэг хүний first impression-ийг хэл.,question,Hard,18+,2-10,answer
51-14,51,Never Have I Ever,14,Нэг дуу санал болго.,question,Very Hard,18+,2-10,answer
51-15,51,Never Have I Ever,15,Нэг кино санал болго.,question,Extreme,18+,2-10,answer
51-16,51,Never Have I Ever,16,Нэг хоол сонгоод тайлбарла.,question,Easy,18+,2-10,answer
51-17,51,Never Have I Ever,17,Нэг hobby туршиж үзмээр байгаагаа хэл.,question,Medium,18+,2-10,answer
51-18,51,Never Have I Ever,18,Мөнгө авбал хамгийн түрүүнд юу хийх вэ?,question,Hard,18+,2-10,answer
51-19,51,Never Have I Ever,19,Ямар хүнтэй амархан найзлах вэ?,question,Very Hard,18+,2-10,answer
51-20,51,Never Have I Ever,20,Ямар зан хамгийн их turn-off вэ?,question,Extreme,18+,2-10,answer
51-21,51,Never Have I Ever,21,Ямар зан хамгийн их татдаг вэ?,question,Easy,18+,2-10,answer
51-22,51,Never Have I Ever,22,Өнгөрсөнд очвол юу өөрчлөх вэ?,question,Medium,18+,2-10,answer
51-23,51,Never Have I Ever,23,Ирээдүйгээ харвал юу мэдмээр байна?,question,Hard,18+,2-10,answer
51-24,51,Never Have I Ever,24,Хэнтэй road trip хийх вэ?,question,Very Hard,18+,2-10,answer
51-25,51,Never Have I Ever,25,Хэнтэй удаан ярилцмаар байна?,question,Extreme,18+,2-10,answer
51-26,51,Never Have I Ever,26,Өөрийгөө 3 үгээр тодорхойл.,question,Easy,18+,2-10,answer
51-27,51,Never Have I Ever,27,Өнөөдрийн mood-оо 3 emoji-оор хэл.,question,Medium,18+,2-10,answer
51-28,51,Never Have I Ever,28,Эндээс хэнийг илүү танимаар байна?,question,Hard,18+,2-10,answer
51-29,51,Never Have I Ever,29,Нэг асуулт өөрөө зохио.,question,Very Hard,18+,2-10,answer
51-30,51,Never Have I Ever,30,Тухгүй байвал PASS хийж болно.,question,Extreme,18+,2-10,answer
52-01,52,Most Likely To,1,Эндээс хэн хамгийн түрүүнд гэрлэх вэ?,vote,Easy,18+,2-10,vote
52-02,52,Most Likely To,2,Эндээс хэн хамгийн их мөнгө олох вэ?,vote,Medium,18+,2-10,vote
52-03,52,Most Likely To,3,Эндээс хэн хамгийн их аялал хийх вэ?,vote,Hard,18+,2-10,vote
52-04,52,Most Likely To,4,Эндээс хэн хамгийн их party хийх вэ?,vote,Very Hard,18+,2-10,vote
52-05,52,Most Likely To,5,Эндээс хэн хамгийн сайн secret хадгалах вэ?,vote,Extreme,18+,2-10,vote
52-06,52,Most Likely To,6,Эндээс хэн хамгийн их flirt хийх вэ?,vote,Easy,18+,2-10,vote
52-07,52,Most Likely To,7,Эндээс хэн хамгийн романтик вэ?,vote,Medium,18+,2-10,vote
52-08,52,Most Likely To,8,Эндээс хэн хамгийн jealous вэ?,vote,Hard,18+,2-10,vote
52-09,52,Most Likely To,9,Эндээс хэн хамгийн түрүүнд шинэ машин авах вэ?,vote,Very Hard,18+,2-10,vote
52-10,52,Most Likely To,10,Эндээс хэн хамгийн сайн business эхлүүлэх вэ?,vote,Extreme,18+,2-10,vote
52-11,52,Most Likely To,11,Эндээс хэн хамгийн их selfie авах вэ?,vote,Easy,18+,2-10,vote
52-12,52,Most Likely To,12,Эндээс хэн хамгийн сайн dancer вэ?,vote,Medium,18+,2-10,vote
52-13,52,Most Likely To,13,Эндээс хэн хамгийн сайн singer вэ?,vote,Hard,18+,2-10,vote
52-14,52,Most Likely To,14,Эндээс хэн хамгийн сайн actor вэ?,vote,Very Hard,18+,2-10,vote
52-15,52,Most Likely To,15,Эндээс хэн хамгийн их risk авах вэ?,vote,Extreme,18+,2-10,vote
52-16,52,Most Likely To,16,Эндээс хэн хамгийн тайван вэ?,vote,Easy,18+,2-10,vote
52-17,52,Most Likely To,17,Эндээс хэн хамгийн spontaneous вэ?,vote,Medium,18+,2-10,vote
52-18,52,Most Likely To,18,Эндээс хэн хамгийн хурдан найзлах вэ?,vote,Hard,18+,2-10,vote
52-19,52,Most Likely To,19,Эндээс хэн хамгийн их мөнгө үрэх вэ?,vote,Very Hard,18+,2-10,vote
52-20,52,Most Likely To,20,Эндээс хэн хамгийн сайн date зохион байгуулах вэ?,vote,Extreme,18+,2-10,vote
52-21,52,Most Likely To,21,Эндээс хэн хамгийн их унтах вэ?,vote,Easy,18+,2-10,vote
52-22,52,Most Likely To,22,Эндээс хэн хамгийн их phone шалгах вэ?,vote,Medium,18+,2-10,vote
52-23,52,Most Likely To,23,Эндээс хэн хамгийн их meme явуулах вэ?,vote,Hard,18+,2-10,vote
52-24,52,Most Likely To,24,Эндээс хэн хамгийн түрүүнд гадаадад нүүх вэ?,vote,Very Hard,18+,2-10,vote
52-25,52,Most Likely To,25,Эндээс хэн хамгийн сайн leader вэ?,vote,Extreme,18+,2-10,vote
52-26,52,Most Likely To,26,Эндээс хэн хамгийн их surprise хийх вэ?,vote,Easy,18+,2-10,vote
52-27,52,Most Likely To,27,Эндээс хэн хамгийн их second chance өгөх вэ?,vote,Medium,18+,2-10,vote
52-28,52,Most Likely To,28,Эндээс хэн хамгийн memorable вэ?,vote,Hard,18+,2-10,vote
52-29,52,Most Likely To,29,Эндээс хэн хамгийн их adventure хийх вэ?,vote,Very Hard,18+,2-10,vote
52-30,52,Most Likely To,30,Эндээс хэн хамгийн их trend турших вэ?,vote,Extreme,18+,2-10,vote
53-01,53,Would You Rather,1,Өөрийн хамгийн том мөрөөдлөө хэл.,choice,Easy,18+,2-10,choose
53-02,53,Would You Rather,2,Өөрийн нэг green flag-аа хэл.,choice,Medium,18+,2-10,choose
53-03,53,Would You Rather,3,Өөрийн нэг red flag-аа хэл.,choice,Hard,18+,2-10,choose
53-04,53,Would You Rather,4,Сүүлд хэзээ үнэхээр баярласан бэ?,choice,Very Hard,18+,2-10,choose
53-05,53,Would You Rather,5,Хэнээс message ирэхийг хүлээдэг вэ?,choice,Extreme,18+,2-10,choose
53-06,53,Would You Rather,6,Perfect weekend-ээ тайлбарла.,choice,Easy,18+,2-10,choose
53-07,53,Would You Rather,7,Dream destination-оо хэл.,choice,Medium,18+,2-10,choose
53-08,53,Would You Rather,8,Хамгийн их хүндэлдэг чанараа хэл.,choice,Hard,18+,2-10,choose
53-09,53,Would You Rather,9,Хамгийн муу зуршлаа хэл.,choice,Very Hard,18+,2-10,choose
53-10,53,Would You Rather,10,Хамгийн сайн чанараа хэл.,choice,Extreme,18+,2-10,choose
53-11,53,Would You Rather,11,5 жилийн дараах өөрийгөө төсөөл.,choice,Easy,18+,2-10,choose
53-12,53,Would You Rather,12,Нэг хүнийг сонгоод compliment өг.,choice,Medium,18+,2-10,choose
53-13,53,Would You Rather,13,Нэг хүний first impression-ийг хэл.,choice,Hard,18+,2-10,choose
53-14,53,Would You Rather,14,Нэг дуу санал болго.,choice,Very Hard,18+,2-10,choose
53-15,53,Would You Rather,15,Нэг кино санал болго.,choice,Extreme,18+,2-10,choose
53-16,53,Would You Rather,16,Нэг хоол сонгоод тайлбарла.,choice,Easy,18+,2-10,choose
53-17,53,Would You Rather,17,Нэг hobby туршиж үзмээр байгаагаа хэл.,choice,Medium,18+,2-10,choose
53-18,53,Would You Rather,18,Мөнгө авбал хамгийн түрүүнд юу хийх вэ?,choice,Hard,18+,2-10,choose
53-19,53,Would You Rather,19,Ямар хүнтэй амархан найзлах вэ?,choice,Very Hard,18+,2-10,choose
53-20,53,Would You Rather,20,Ямар зан хамгийн их turn-off вэ?,choice,Extreme,18+,2-10,choose
53-21,53,Would You Rather,21,Ямар зан хамгийн их татдаг вэ?,choice,Easy,18+,2-10,choose
53-22,53,Would You Rather,22,Өнгөрсөнд очвол юу өөрчлөх вэ?,choice,Medium,18+,2-10,choose
53-23,53,Would You Rather,23,Ирээдүйгээ харвал юу мэдмээр байна?,choice,Hard,18+,2-10,choose
53-24,53,Would You Rather,24,Хэнтэй road trip хийх вэ?,choice,Very Hard,18+,2-10,choose
53-25,53,Would You Rather,25,Хэнтэй удаан ярилцмаар байна?,choice,Extreme,18+,2-10,choose
53-26,53,Would You Rather,26,Өөрийгөө 3 үгээр тодорхойл.,choice,Easy,18+,2-10,choose
53-27,53,Would You Rather,27,Өнөөдрийн mood-оо 3 emoji-оор хэл.,choice,Medium,18+,2-10,choose
53-28,53,Would You Rather,28,Эндээс хэнийг илүү танимаар байна?,choice,Hard,18+,2-10,choose
53-29,53,Would You Rather,29,Нэг асуулт өөрөө зохио.,choice,Very Hard,18+,2-10,choose
53-30,53,Would You Rather,30,Тухгүй байвал PASS хийж болно.,choice,Extreme,18+,2-10,choose
54-01,54,Who Knows Me Best,1,Өөрийн хамгийн том мөрөөдлөө хэл.,choice,Easy,18+,2-10,choose
54-02,54,Who Knows Me Best,2,Өөрийн нэг green flag-аа хэл.,choice,Medium,18+,2-10,choose
54-03,54,Who Knows Me Best,3,Өөрийн нэг red flag-аа хэл.,choice,Hard,18+,2-10,choose
54-04,54,Who Knows Me Best,4,Сүүлд хэзээ үнэхээр баярласан бэ?,choice,Very Hard,18+,2-10,choose
54-05,54,Who Knows Me Best,5,Хэнээс message ирэхийг хүлээдэг вэ?,choice,Extreme,18+,2-10,choose
54-06,54,Who Knows Me Best,6,Perfect weekend-ээ тайлбарла.,choice,Easy,18+,2-10,choose
54-07,54,Who Knows Me Best,7,Dream destination-оо хэл.,choice,Medium,18+,2-10,choose
54-08,54,Who Knows Me Best,8,Хамгийн их хүндэлдэг чанараа хэл.,choice,Hard,18+,2-10,choose
54-09,54,Who Knows Me Best,9,Хамгийн муу зуршлаа хэл.,choice,Very Hard,18+,2-10,choose
54-10,54,Who Knows Me Best,10,Хамгийн сайн чанараа хэл.,choice,Extreme,18+,2-10,choose
54-11,54,Who Knows Me Best,11,5 жилийн дараах өөрийгөө төсөөл.,choice,Easy,18+,2-10,choose
54-12,54,Who Knows Me Best,12,Нэг хүнийг сонгоод compliment өг.,choice,Medium,18+,2-10,choose
54-13,54,Who Knows Me Best,13,Нэг хүний first impression-ийг хэл.,choice,Hard,18+,2-10,choose
54-14,54,Who Knows Me Best,14,Нэг дуу санал болго.,choice,Very Hard,18+,2-10,choose
54-15,54,Who Knows Me Best,15,Нэг кино санал болго.,choice,Extreme,18+,2-10,choose
54-16,54,Who Knows Me Best,16,Нэг хоол сонгоод тайлбарла.,choice,Easy,18+,2-10,choose
54-17,54,Who Knows Me Best,17,Нэг hobby туршиж үзмээр байгаагаа хэл.,choice,Medium,18+,2-10,choose
54-18,54,Who Knows Me Best,18,Мөнгө авбал хамгийн түрүүнд юу хийх вэ?,choice,Hard,18+,2-10,choose
54-19,54,Who Knows Me Best,19,Ямар хүнтэй амархан найзлах вэ?,choice,Very Hard,18+,2-10,choose
54-20,54,Who Knows Me Best,20,Ямар зан хамгийн их turn-off вэ?,choice,Extreme,18+,2-10,choose
